~~ pass : , 044*4591B#9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/333#56A04AB01*9.wav" decoded to "333#56A04AB001*9" instead of "333#56A04AB01*9"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/14C742CC9.wav" decoded to "114C72CC9" instead of "14C742CC9"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/258B5B*365*09C996.wav" decoded to "258B5B*365*09C9" instead of "258B5B*365*09C996"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/4261C66572*B**8CC.wav" decoded to "4261C6657*B**8CC" instead of "4261C66572*B**8CC"
~~ pass : , 949307*636
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/63*20*B#6356C.wav" decoded to "63*0*B#6356C" instead of "63*20*B#6356C"
~~ pass : , *834170
~~ pass : , 3*516565550*4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/9*3476BB.wav" decoded to "9**3476BB" instead of "9*3476BB"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/8*9*06B0150.wav" decoded to "8**9**06B0150" instead of "8*9*06B0150"
~~ pass : , 502A**5A*
~~ pass : , CA84*82A5C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/403600##*.wav" decoded to "4036000##*" instead of "403600##*"
~~ pass : , *62C5
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/A911B0*994625.wav" decoded to "A111B0*994625" instead of "A911B0*994625"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/*59938B98#49.wav" decoded to "**93B98#49" instead of "*59938B98#49"
~~ pass : , C9B1#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/5*413211790707025A.wav" decoded to "5*41321179007025A" instead of "5*413211790707025A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/250854BA27#B*7.wav" decoded to "250854A27#B*7" instead of "250854BA27#B*7"
~~ pass : , #52##1#B1A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/A9C2918767A6#020.wav" decoded to "A9C2918767A6#0020" instead of "A9C2918767A6#020"
~~ pass : , 5C9*B0B6882B3
~~ pass : , C563A2C27667
~~ pass : , A93799#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/7051B9446B859C5A1.wav" decoded to "701B944B859C5A1" instead of "7051B9446B859C5A1"
~~ pass : , *C9A3349A0140
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/8C9AC80##0A*#3B3*B*.wav" decoded to "8C9AC80##0A*#3B*B*" instead of "8C9AC80##0A*#3B3*B*"
~~ pass : , B9CC8*38CC
~~ pass : , 361996298#9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/4612518B#0A1B.wav" decoded to "4612518#0A1B" instead of "4612518B#0A1B"
~~ pass : , 27*95762782
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/79575706A.wav" decoded to "757570A" instead of "79575706A"
~~ pass : , BAC*73
~~ pass : , 1A890722918
~~ pass : , B*446A37842
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/1338345CA7#9A5***82.wav" decoded to "13338345CA7#9A5***82" instead of "1338345CA7#9A5***82"
~~ pass : , 93A930#0599*6169554
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/BB618404B741932.wav" decoded to "B61804B741932" instead of "BB618404B741932"
~~ pass : , 6812C1946259B4548
~~ pass : , *05452C6011
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/139BC12B98*403C3#2.wav" decoded to "139C12B98*4033C3#2" instead of "139BC12B98*403C3#2"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/0*548*#69.wav" decoded to "0*548**#69" instead of "0*548*#69"
~~ pass : , 9#527*338BB
~~ pass : , 9466886B
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/#0045#B83*B346#11B.wav" decoded to "#0045#B83*346#11B" instead of "#0045#B83*B346#11B"
~~ pass : , BA50126*26870878
~~ pass : , #A#50B295
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/B28B866466#53.wav" decoded to "28B866466#53" instead of "B28B866466#53"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/2A876011928B0BB092.wav" decoded to "2A8760119280BB092" instead of "2A876011928B0BB092"
~~ pass : , *1*#B6810#
~~ pass : , 3*8C304596*747
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/C6C#3C778C6A4#A.wav" decoded to "C6C#3C77C6A4#A" instead of "C6C#3C778C6A4#A"
~~ pass : , 6934*02*113**9701
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/#B1029.wav" decoded to "#11029" instead of "#B1029"
~~ pass : , A98932462
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/2111#247C5.wav" decoded to "21111#247C5" instead of "2111#247C5"
~~ pass : , 178402046A4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/19BB10367.wav" decoded to "19BB1037" instead of "19BB10367"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/#C867745449#4A091.wav" decoded to "#C86774449#4A091" instead of "#C867745449#4A091"
~~ pass : , 6B4#74
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/67CB090288*BBB55*94.wav" decoded to "67CB090288*BBB*94" instead of "67CB090288*BBB55*94"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/B5637015*C.wav" decoded to "B637015**C" instead of "B5637015*C"
~~ pass : , ###75684A
~~ pass : , 38C53B5AC9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/39C8C56167603.wav" decoded to "3C8C6167603" instead of "39C8C56167603"
~~ pass : , 45B2AC4
~~ pass : , C56B110#7*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/C60773534448#C.wav" decoded to "C6077334448#" instead of "C60773534448#C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/*41327*26C17375*.wav" decoded to "*413227*26C17375*" instead of "*41327*26C17375*"
~~ pass : , 16*428801AA67
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/3#3#0CB#62.wav" decoded to "3#3##0C#62" instead of "3#3#0CB#62"
~~ pass : , 1A2#354A13566A14
~~ pass : , 5ABB544
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/89A9B*532CA54.wav" decoded to "89A9B*53CA54" instead of "89A9B*532CA54"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/7AC#2A283688521C343.wav" decoded to "7AC#22A283688521C343" instead of "7AC#2A283688521C343"
~~ pass : , 327AB5BB6#*7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/6045*4247.wav" decoded to "6045*424" instead of "6045*4247"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/8C94*A97.wav" decoded to "8C9*A97" instead of "8C94*A97"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/3#4C710#3#851298.wav" decoded to "3#4C7110#3#851298" instead of "3#4C710#3#851298"
~~ pass : , 71#65A75
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/9#83#18A11#9B4B#.wav" decoded to "9#83#1A11#9B4B#" instead of "9#83#18A11#9B4B#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/6848B74*#10A562*9.wav" decoded to "684874*#10A52*9" instead of "6848B74*#10A562*9"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/84432#366B1A#.wav" decoded to "84432#36B1A#" instead of "84432#366B1A#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/2#6#185040335A976.wav" decoded to "2##185040335A96" instead of "2#6#185040335A976"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/1AACB808BA5526.wav" decoded to "11AAB808BA526" instead of "1AACB808BA5526"
~~ pass : , 557#91B6
~~ pass : , 013#C28#C*496*0
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/1*C5CC*9#*31B.wav" decoded to "11*C5C*9#*31B" instead of "1*C5CC*9#*31B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/64*0633A71A560*3#.wav" decoded to "64*06333A71A560*3#" instead of "64*0633A71A560*3#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/38C6#C133.wav" decoded to "38C6#C1133" instead of "38C6#C133"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/01***#0A3434.wav" decoded to "01****#0A334" instead of "01***#0A3434"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/0B43#571C40.wav" decoded to "0B43#571C0" instead of "0B43#571C40"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/84A456#44C54545.wav" decoded to "8A456#44C54545" instead of "84A456#44C54545"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/3BA07.wav" decoded to "3A07" instead of "3BA07"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/*0974967#A5.wav" decoded to "*0974967#5" instead of "*0974967#A5"
~~ pass : , 7#8428
~~ pass : , 191#*226228#2*7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/416B#7C2399*22320.wav" decoded to "416B#C2399*2320" instead of "416B#7C2399*22320"
~~ pass : , A593AB
~~ pass : , 2#9*#9*791A*
~~ pass : , 9B7A#
~~ pass : , 435*2
~~ pass : , B4C3538B
~~ pass : , C9B6C4
~~ pass : , AB5ACB*B01AA314644A
~~ pass : , 43586C
~~ pass : , 43C651AB9
~~ pass : , 8A224061AB0
~~ pass : , 927B839AA2128500
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/A1106483C584.wav" decoded to "A1106483C54" instead of "A1106483C584"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/8482*288#54C*B#C755.wav" decoded to "8482*28#54C*B#C755" instead of "8482*288#54C*B#C755"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/*01B45958#3B737*611.wav" decoded to "*01B4598#3B737*611" instead of "*01B45958#3B737*611"
~~ pass : , 6B#C7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/6233A530.wav" decoded to "233A53" instead of "6233A530"
~~ pass : , 077332#
~~ pass : , 8*74693562052522C92
~~ pass : , 91595*034C9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/#82*3.wav" decoded to "#82*" instead of "#82*3"
~~ pass : , C437BA20
~~ pass : , 204606#9*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/6CB62#0816A5#B458A.wav" decoded to "6CB62#081A5#B458A" instead of "6CB62#0816A5#B458A"
~~ pass : , 82216*7
~~ pass : , A9A05C8#1
~~ pass : , #1#64*5*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/8*80A8C7CB4155#.wav" decoded to "8*80A8C7C4155#" instead of "8*80A8C7CB4155#"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/8C#A7C57*2C.wav" decoded to "8C#AC57*2C" instead of "8C#A7C57*2C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/014AACA2C.wav" decoded to "014AAAA2C" instead of "014AACA2C"
~~ pass : , 89#8024C3*1*9#
~~ pass : , 44*6A
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/71B*5*#8406C#B451.wav" decoded to "71B*5*#8406C#B51" instead of "71B*5*#8406C#B451"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/##*397A#655468.wav" decoded to "##*39A#655468" instead of "##*397A#655468"
~~ pass : , 5*86942A6*
~~ pass : , 79B#C96B6BAB10
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/401#7C2581B.wav" decoded to "401##C2581B" instead of "401#7C2581B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/22*45139469C3A33640.wav" decoded to "22*45139469C3A3360" instead of "22*45139469C3A33640"
~~ pass : , 2CA*4*#881
~~ pass : , 5269B36
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/CB0C83051B604#34.wav" decoded to "CB0C8305160#34" instead of "CB0C83051B604#34"
~~ pass : , BA8B83B98033*0
~~ pass : , 602*7AB#
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/85*98*7B4B190*8#*0A.wav" decoded to "85*9*7BB190**8#*0A" instead of "85*98*7B4B190*8#*0A"
~~ pass : , 90B631
~~ pass : , 1#A35C4
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/B6AA722C.wav" decoded to "6AA722C" instead of "B6AA722C"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/1C170CCA932.wav" decoded to "1C1170CCA932" instead of "1C170CCA932"
~~ pass : , 50B#3213
~~ pass : , 639#35C50*8
~~ pass : , 68718BB37A*3CBA515
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/9B492584*114898*7.wav" decoded to "9B42584*114898**7" instead of "9B492584*114898*7"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/*33*7C63BC14##A.wav" decoded to "*33**7C63C14##A" instead of "*33*7C63BC14##A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/9C4445C8.wav" decoded to "9C445C8" instead of "9C4445C8"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/87C06.wav" decoded to "8706" instead of "87C06"
~~ pass : , 9B99C690716*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/BB0AB4#0*35AC48B52.wav" decoded to "B0AB#0*35AC48B52" instead of "BB0AB4#0*35AC48B52"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/5B8A3.wav" decoded to "5B8A" instead of "5B8A3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/9*A8C9B1237.wav" decoded to "9*AC9B1237" instead of "9*A8C9B1237"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/48765#69C93054**.wav" decoded to "8765#69C9305***" instead of "48765#69C93054**"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/43#6214686.wav" decoded to "433#214686" instead of "43#6214686"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/B037C816*20B4022B8*.wav" decoded to "B037C8116*20B40022B*" instead of "B037C816*20B4022B8*"
~~ pass : , 2971A10C0410#*9
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/494B573B.wav" decoded to "44B573B" instead of "494B573B"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/0890C1B18C6.wav" decoded to "090C1B18C6" instead of "0890C1B18C6"
~~ pass : , 69B541743*02#*7#56C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/1*9**BC67974A.wav" decoded to "11*9**BC67974A" instead of "1*9**BC67974A"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/01836457.wav" decoded to "0183657" instead of "01836457"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/14A2*A19560*954.wav" decoded to "14A2*AA19560*954" instead of "14A2*A19560*954"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/310C6*2C153#BA.wav" decoded to "310C6*21#BA" instead of "310C6*2C153#BA"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/1B98CAB8.wav" decoded to "198CAB8" instead of "1B98CAB8"
~~ pass : , 4B803893C6A7
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/4*34*27#B36734C.wav" decoded to "4*34*2#B36734C" instead of "4*34*27#B36734C"
~~ pass : , 125B29C5B8*992
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/7C06B4*5B9*7.wav" decoded to "7C06B*5B9*7" instead of "7C06B4*5B9*7"
~~ pass : , 45450*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/5*C7A4#39154.wav" decoded to "5C7A4#39154" instead of "5*C7A4#39154"
~~ pass : , 66022*2AC
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/22C17441529199.wav" decoded to "22C11744115291199" instead of "22C17441529199"
~~ pass : , 43909C*8101894263
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/7C87CA6*9A7*52*4B8.wav" decoded to "7C87CA6**9A7*52*4B8" instead of "7C87CA6*9A7*52*4B8"
~~ pass : , 9#B68B228B480
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/0228AB089#60CAC.wav" decoded to "0228AB089##60CAC" instead of "0228AB089#60CAC"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/4*55*2A8C*B1*C.wav" decoded to "4*55*2A8C**B1*C" instead of "4*55*2A8C*B1*C"
~~ pass : , 961*6205415
~~ pass : , 81924526B1533
~~ pass : , B117381
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/BB17302A41C160.wav" decoded to "BB17302A41C1160" instead of "BB17302A41C160"
~~ pass : , 43#A949B2
~~ pass : , 32A8BA322393C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/062*7BA98*24.wav" decoded to "062*BA98*2" instead of "062*7BA98*24"
~~ pass : , 18BA9258481
~~ pass : , A63A0A11#5*770CA*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/69941382775B*B.wav" decoded to "6994138277B**B" instead of "69941382775B*B"
~~ pass : , *A77A836
~~ pass : , 58*9708*95
~~ pass : , 7BC7*6
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/406BC60618741.wav" decoded to "06BC60618741" instead of "406BC60618741"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/43A6C64B9*A941.wav" decoded to "43A6C649*941" instead of "43A6C64B9*A941"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/38C189C14B.wav" decoded to "38C19C14B" instead of "38C189C14B"
~~ pass : , C082CB*3
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/B71C2B481#2*C4.wav" decoded to "B71C2481#2*C" instead of "B71C2B481#2*C4"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/5401509A81.wav" decoded to "540150A81" instead of "5401509A81"
~~ pass : , 46386B#C3C
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/47#C65#*2519B3*120.wav" decoded to "4#65#*219B33*120" instead of "47#C65#*2519B3*120"
~~ pass : , #BA*#97
~~ pass : , 562776*0#83*6C173*
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/561825257A4571#2AA3.wav" decoded to "56182527A4571#2AA3" instead of "561825257A4571#2AA3"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/78**469A6A4BBC55.wav" decoded to "78**469A6A4BB55" instead of "78**469A6A4BBC55"
~~ pass : , 498407268
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/547*78783726010*#67.wav" decoded to "54*78783726010*#67" instead of "547*78783726010*#67"
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/A0487A382A47.wav" decoded to "A0487A82A47" instead of "A0487A382A47"
~~ pass : , 819860019A10
~~ pass : , 9020790A*#2
~~ pass : , 742A5782B2
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/723A#9214.wav" decoded to "723A#214" instead of "723A#9214"
~~ pass : , 33B8169911C797C*
~~ pass : , #85A1
~~ pass : , 2##7C120985
~~ pass : , 028#41#
~~ pass : , 371#6726*147*442#2
** FAIL : , The file "/home/tino1b2be/workspace/DTMF-Decoder/Prototyping/Test Data/-3dBm to -1dBm/5#04432#.wav" decoded to "5#0432#" instead of "5#04432#"
